canvas	source	text
05 Plan ve Toplantilar.dc.html	template	gönderdin; henüz yanıt gelmedi.
05 Plan ve Toplantilar.dc.html	template	Dün akşam gelen mailde fiyatın Ekim teslimatına göre güncellenmesini istedi. Bu, %8 indirim sınırını ve üretim takviminin gösterdiği
05 Plan ve Toplantilar.dc.html	template	6 Ekim
05 Plan ve Toplantilar.dc.html	template	tarihini konuşmanı gerektiriyor.
05 Plan ve Toplantilar.dc.html	template	Sözleşme taslağı iki haftadır hukuk yorumu bekliyor; Mehmet'in bunu sorması muhtemel. Nakliye maliyetinin kimde olacağı ilk görüşmede açık kalmıştı.
05 Plan ve Toplantilar.dc.html	template	KAYNAKLAR
05 Plan ve Toplantilar.dc.html	template	3 mail
05 Plan ve Toplantilar.dc.html	template	1 görüşme notu
05 Plan ve Toplantilar.dc.html	template	Teklif v2.pdf
05 Plan ve Toplantilar.dc.html	template	Okuma görünümü brifingle aynı editoryal sesi kullanır: Lora, kalın tarih vurguları, altta kaynak çipleri. Kulaklık ikonu aynı metni sesli okur.
05 Plan ve Toplantilar.dc.html	template	Toplantı Sonrası Yakalama · Ses girişi
05 Plan ve Toplantilar.dc.html	template	TOPLANTI SONRASI
05 Plan ve Toplantilar.dc.html	template	Mehmet Yılmaz · 14:30–15:30
05 Plan ve Toplantilar.dc.html	template	Toplantın bitti.
05 Plan ve Toplantilar.dc.html	template	Takip etmen gereken bir şey var mı?
05 Plan ve Toplantilar.dc.html	template	“Mehmet'e yarın teklif göndereceğim. Sözleşme için hukuktan Perşembe'ye kadar yorum isteyeceğim.”
05 Plan ve Toplantilar.dc.html	template	0:07 · dinleniyor
05 Plan ve Toplantilar.dc.html	template	2 YENİ TAAHHÜT
05 Plan ve Toplantilar.dc.html	template	Mehmet'e teklif gönder
05 Plan ve Toplantilar.dc.html	template	Yarın · Mehmet Yılmaz
05 Plan ve Toplantilar.dc.html	template	Hukuktan sözleşme yorumu iste
05 Plan ve Toplantilar.dc.html	template	Perşembe · Hukuk ekibi
05 Plan ve Toplantilar.dc.html	template	Kaydet
05 Plan ve Toplantilar.dc.html	template	Toplantı bitiminde 1 dakika sonra sessiz bildirim. Konuşma anında taahhüde dönüşür; yeşil onay “tespit edildi” demek, yazma işlemi yalnızca Kaydet ile.
05 Plan ve Toplantilar.dc.html	data	TOPLANTININ AMACI
05 Plan ve Toplantilar.dc.html	data	Eylül teklifinin son hâlini netleştirmek ve Ekim teslimatı için onay almak.
05 Plan ve Toplantilar.dc.html	data	Takvim davetinden çıkarıldı
05 Plan ve Toplantilar.dc.html	data	SON GÖRÜŞMENİZ
05 Plan ve Toplantilar.dc.html	data	4 gün önce · Görüşme notları
05 Plan ve Toplantilar.dc.html	data	SON MAİLLER
05 Plan ve Toplantilar.dc.html	data	Re: Teklif — “Fiyatı Ekim teslimatına göre güncelleyebilir misiniz?”
05 Plan ve Toplantilar.dc.html	data	Mehmet · Dün 18:20
05 Plan ve Toplantilar.dc.html	data	Teklif v2 gönderildi (PDF)
05 Plan ve Toplantilar.dc.html	data	Sen · 2 Eyl 10:05
05 Plan ve Toplantilar.dc.html	data	AÇIK KONULAR
05 Plan ve Toplantilar.dc.html	data	Sözleşme taslağı hukuk yorumu bekliyor
05 Plan ve Toplantilar.dc.html	data	14 gün
05 Plan ve Toplantilar.dc.html	data	Nakliye maliyeti kimde?
05 Plan ve Toplantilar.dc.html	data	1 Eylül görüşmesi
05 Plan ve Toplantilar.dc.html	data	SENDEN BEKLENENLER
05 Plan ve Toplantilar.dc.html	data	Revize teklif · PDF
05 Plan ve Toplantilar.dc.html	data	Bugün 17:00
05 Plan ve Toplantilar.dc.html	data	SENİN BEKLEDİKLERİN
05 Plan ve Toplantilar.dc.html	data	Teklif v2 için geri bildirim
05 Plan ve Toplantilar.dc.html	data	3 gündür bekliyor
05 Plan ve Toplantilar.dc.html	data	Haftalık ekip
05 Plan ve Toplantilar.dc.html	data	60 dk · Ofis
05 Plan ve Toplantilar.dc.html	data	Ürün gözden geçirme
05 Plan ve Toplantilar.dc.html	data	30 dk · Online
05 Plan ve Toplantilar.dc.html	data	2 saat boşluk
05 Plan ve Toplantilar.dc.html	data	Öğle yemeği ve odaklanma için uygun
05 Plan ve Toplantilar.dc.html	data	Mehmet ile müşteri toplantısı
05 Plan ve Toplantilar.dc.html	data	60 dk · Ofis · Hazırlık hazır
05 Plan ve Toplantilar.dc.html	data	Teklif hazırlama
05 Plan ve Toplantilar.dc.html	data	Önerilen · 45 dk · AI görev bloğu
05 Plan ve Toplantilar.dc.html	data	Başvuru son saati
05 Plan ve Toplantilar.dc.html	data	Girişim programı · Mailden tespit edildi
05 Plan ve Toplantilar.dc.html	data	Akşam yemeği · Karaköy
05 Plan ve Toplantilar.dc.html	data	Rezervasyon · 4 kişi
06 Asistan Hafiza Kisiler.dc.html	template	← Prototip ve IA
06 Asistan Hafiza Kisiler.dc.html	template	01 Sistem
06 Asistan Hafiza Kisiler.dc.html	template	02 Onboarding
06 Asistan Hafiza Kisiler.dc.html	template	03 Bugün
06 Asistan Hafiza Kisiler.dc.html	template	04 Akış
06 Asistan Hafiza Kisiler.dc.html	template	05 Plan
06 Asistan Hafiza Kisiler.dc.html	template	06 Asistan
06 Asistan Hafiza Kisiler.dc.html	template	07 Hesap
06 Asistan Hafiza Kisiler.dc.html	template	08 Durumlar
06 Asistan Hafiza Kisiler.dc.html	template	09 Pazarlama
06 Asistan Hafiza Kisiler.dc.html	template	06 · Asistan, Ses, Hafıza, Kişiler, Onay
06 Asistan Hafiza Kisiler.dc.html	template	Sohbet ikinci katmandır ve hiçbir zaman boş açılmaz: bugünün analiz özeti + 5 önerilen soru. Yanıtlar düz metin değil, kaynaklı zengin kartlardır. Her yazma isteği (mail, etkinlik, hatırlatıcı) ses modunda bile onay kartına düşer.
06 Asistan Hafiza Kisiler.dc.html	template	Asistan · Giriş (boş sohbet yok)
06 Asistan Hafiza Kisiler.dc.html	template	Asistan
06 Asistan Hafiza Kisiler.dc.html	template	Hafıza
06 Asistan Hafiza Kisiler.dc.html	template	Bugün
06 Asistan Hafiza Kisiler.dc.html	template	46 mail
06 Asistan Hafiza Kisiler.dc.html	template	4 etkinlik
06 Asistan Hafiza Kisiler.dc.html	template	2 takip
06 Asistan Hafiza Kisiler.dc.html	template	analiz edildi. Ne öğrenmek istersin?
06 Asistan Hafiza Kisiler.dc.html	template	ÖNERİLEN
06 Asistan Hafiza Kisiler.dc.html	template	Bugün neye odaklanmalıyım?
06 Asistan Hafiza Kisiler.dc.html	template	Kimlere cevap vermem gerekiyor?
06 Asistan Hafiza Kisiler.dc.html	template	Yarın yoğun muyum?
06 Asistan Hafiza Kisiler.dc.html	template	Bu hafta hangi deadline'lar var?
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet ile en son ne konuştuk?
06 Asistan Hafiza Kisiler.dc.html	template	SON SOHBETLER
06 Asistan Hafiza Kisiler.dc.html	template	Geçen ayki uçak bileti ne kadardı?
06 Asistan Hafiza Kisiler.dc.html	template	Dün
06 Asistan Hafiza Kisiler.dc.html	template	Bu ay hangi ödemelerim var?
06 Asistan Hafiza Kisiler.dc.html	template	2 Eyl
06 Asistan Hafiza Kisiler.dc.html	template	Dijital hayatına sor…
06 Asistan Hafiza Kisiler.dc.html	template	Akış
06 Asistan Hafiza Kisiler.dc.html	template	Plan
06 Asistan Hafiza Kisiler.dc.html	template	Önerilen sorular günün verisine göre değişir (toplantı varsa “X ile en son ne konuştuk?” çıkar). Giriş çubuğu hap biçiminde; mikrofon birincil.
06 Asistan Hafiza Kisiler.dc.html	template	6.1D
06 Asistan Hafiza Kisiler.dc.html	template	Asistan · Giriş · Dark
06 Asistan Hafiza Kisiler.dc.html	template	Bugün/Akış dark ile aynı tokenlar: yüzey #1F1E1B, hairline %6–8 beyaz, ikincil #A39F96, üçüncül #7A776F. Mikrofon dark primary (#8586F2) üzerinde #0F0F2A.
06 Asistan Hafiza Kisiler.dc.html	template	Asistan · Zengin kartlı yanıt
06 Asistan Hafiza Kisiler.dc.html	template	Yeni sohbet
06 Asistan Hafiza Kisiler.dc.html	template	2 kişi senden cevap bekliyor. Ahmet'inki bugün 17:00'ye kadar; Selin'inki yarın öğlene kadar bekleyebilir.
06 Asistan Hafiza Kisiler.dc.html	template	SENDEN BEKLEYENLER
06 Asistan Hafiza Kisiler.dc.html	template	AY
06 Asistan Hafiza Kisiler.dc.html	template	Ahmet Yılmaz
06 Asistan Hafiza Kisiler.dc.html	template	Revize teklif · Gmail 08:42
06 Asistan Hafiza Kisiler.dc.html	template	Yanıtla
06 Asistan Hafiza Kisiler.dc.html	template	SK
06 Asistan Hafiza Kisiler.dc.html	template	Selin Kaya
06 Asistan Hafiza Kisiler.dc.html	template	Sözleşme 4. madde · Gmail dün
06 Asistan Hafiza Kisiler.dc.html	template	Yarın
06 Asistan Hafiza Kisiler.dc.html	template	İkisi için de taslak hazırla
06 Asistan Hafiza Kisiler.dc.html	template	Selin'i yarına ertele
06 Asistan Hafiza Kisiler.dc.html	template	Ahmet'e yanıt taslağı hazırla
06 Asistan Hafiza Kisiler.dc.html	template	Hazırladım. Profesyonel tonda, 17:00 teslimi teyit ediyor.
06 Asistan Hafiza Kisiler.dc.html	template	TASLAK · AHMET YILMAZ
06 Asistan Hafiza Kisiler.dc.html	template	Merhaba Ahmet, talebiniz için teşekkürler. Revize fiyat teklifini güncellenmiş teslim tarihiyle birlikte bugün 17:00'den önce…
06 Asistan Hafiza Kisiler.dc.html	template	Göndermeyi Onayla
06 Asistan Hafiza Kisiler.dc.html	template	Düzenle
06 Asistan Hafiza Kisiler.dc.html	template	Yanıt anatomisi: kısa cümle → kaynaklı kart → devam çipleri. Sohbet içinden mail gönderilmez; taslak kartı onay butonuyla biter. Sohbette alt sekme çubuğu gizlenir.
06 Asistan Hafiza Kisiler.dc.html	template	Ses Modu · Dinliyor
06 Asistan Hafiza Kisiler.dc.html	template	SES MODU
06 Asistan Hafiza Kisiler.dc.html	template	“Mehmet'ten cevap geldi mi?”
06 Asistan Hafiza Kisiler.dc.html	template	Dinliyorum…
06 Asistan Hafiza Kisiler.dc.html	template	Bugün ne var?
06 Asistan Hafiza Kisiler.dc.html	template	Brifingimi oku.
06 Asistan Hafiza Kisiler.dc.html	template	Nefes alan halka + dalga formu. Bugün'den uzun basılı mikrofonla da açılır. Konuşma metni canlı yazılır; sessizlikte 1,2 sn sonra yanıt.
06 Asistan Hafiza Kisiler.dc.html	template	Ses Modu · Yanıt + yazma onayı
06 Asistan Hafiza Kisiler.dc.html	template	Henüz gelmedi. Teklifi 3 gün önce gönderdin. İstersen kısa bir takip mesajı hazırlayıp onayına sunabilirim.
06 Asistan Hafiza Kisiler.dc.html	template	“Evet, hazırla.”
06 Asistan Hafiza Kisiler.dc.html	template	ONAY GEREKİYOR · MAİL GÖNDER
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet Yılmaz'a takip mesajı
06 Asistan Hafiza Kisiler.dc.html	template	“Merhaba Mehmet, 2 Eylül'de ilettiğim teklif hakkında görüşünüzü alabilir miyim? …”
06 Asistan Hafiza Kisiler.dc.html	template	Onayla
06 Asistan Hafiza Kisiler.dc.html	template	İptal
06 Asistan Hafiza Kisiler.dc.html	template	“Onayla” diyerek de gönderebilirsin.
06 Asistan Hafiza Kisiler.dc.html	template	Sesle onay mümkündür ama kart her zaman görünür: kullanıcı ne gönderileceğini okur. “İptal” öğrenme sinyali üretmez; “Düzenle” metin moduna geçer.
06 Asistan Hafiza Kisiler.dc.html	template	AI Hafıza · Anlamsal arama
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet fiyat konusunda en son ne demişti?
06 Asistan Hafiza Kisiler.dc.html	template	Tümü
06 Asistan Hafiza Kisiler.dc.html	template	Mail
06 Asistan Hafiza Kisiler.dc.html	template	Takvim
06 Asistan Hafiza Kisiler.dc.html	template	Notlar
06 Asistan Hafiza Kisiler.dc.html	template	Belgeler
06 Asistan Hafiza Kisiler.dc.html	template	Son 30 gün
06 Asistan Hafiza Kisiler.dc.html	template	CEVAP
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet en son
06 Asistan Hafiza Kisiler.dc.html	template	dün 18:20
06 Asistan Hafiza Kisiler.dc.html	template	'de fiyatın
06 Asistan Hafiza Kisiler.dc.html	template	Ekim teslimatına göre güncellenmesini
06 Asistan Hafiza Kisiler.dc.html	template	istedi. 1 Eylül görüşmesinde ise %8'in üzerinde indirimin yönetim onayı gerektirdiğini söylemişti.
06 Asistan Hafiza Kisiler.dc.html	template	3 kaynaktan · %92 eşleşme
06 Asistan Hafiza Kisiler.dc.html	template	KAYNAKLAR · 3
06 Asistan Hafiza Kisiler.dc.html	template	Orijinali Aç
06 Asistan Hafiza Kisiler.dc.html	template	BUNLARI DA SORABİLİRSİN
06 Asistan Hafiza Kisiler.dc.html	template	Geçen ay aldığım uçak bileti ne kadardı?
06 Asistan Hafiza Kisiler.dc.html	template	Kimlere dönüş yapmam gerekiyor?
06 Asistan Hafiza Kisiler.dc.html	template	Cevap kartı önce, kaynaklar altında: kaynak · tarih · AI özeti · orijinali aç. Eşleşme yüzdesi güveni gösterir; %70 altında “emin değilim” dili kullanılır.
06 Asistan Hafiza Kisiler.dc.html	template	Önemli Kişiler · VIP
06 Asistan Hafiza Kisiler.dc.html	template	Kişi Ekle
06 Asistan Hafiza Kisiler.dc.html	template	Önemli Kişiler
06 Asistan Hafiza Kisiler.dc.html	template	Bu kişilerden gelenleri her zaman öne alırım ve bekleme sürelerini daha sıkı izlerim.
06 Asistan Hafiza Kisiler.dc.html	template	Öneri:
06 Asistan Hafiza Kisiler.dc.html	template	ile son 30 günde 14 kez yazıştın. VIP yapayım mı?
06 Asistan Hafiza Kisiler.dc.html	template	Evet
06 Asistan Hafiza Kisiler.dc.html	template	Gruplar: eş, aile, yönetici, müşteri, arkadaş. VIP yıldızı yalnızca bu listede ve kişi başlıklarında görünür; kartlarda ekstra renk üretmez, sıralamayı etkiler.
06 Asistan Hafiza Kisiler.dc.html	template	Kişi Zekâsı · Mehmet Yılmaz
06 Asistan Hafiza Kisiler.dc.html	template	VIP · Müşteri
06 Asistan Hafiza Kisiler.dc.html	template	MY
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet Yılmaz
06 Asistan Hafiza Kisiler.dc.html	template	Yılmaz Endüstri · Satın alma müdürü
06 Asistan Hafiza Kisiler.dc.html	template	Son iletişim
06 Asistan Hafiza Kisiler.dc.html	template	Dün 18:20
06 Asistan Hafiza Kisiler.dc.html	template	Yaklaşan
06 Asistan Hafiza Kisiler.dc.html	template	Bugün 14:30
06 Asistan Hafiza Kisiler.dc.html	template	Açık konu
06 Asistan Hafiza Kisiler.dc.html	template	Mehmet hakkında sor…
06 Asistan Hafiza Kisiler.dc.html	template	Kişi sayfası mail dizisi değil ilişki özeti: son iletişim, yaklaşan toplantı, açık konular, iki yönlü beklentiler. Alt giriş kişiye bağlı hafıza aramasıdır.
06 Asistan Hafiza Kisiler.dc.html	template	Onay Merkezi · Kontrol her zaman kullanıcıda
06 Asistan Hafiza Kisiler.dc.html	template	Geçmiş
06 Asistan Hafiza Kisiler.dc.html	template	Onay Bekleyenler
06 Asistan Hafiza Kisiler.dc.html	template	3 işlem onayını bekliyor. Hiçbiri sen onaylamadan yapılmaz.
06 Asistan Hafiza Kisiler.dc.html	template	Neden
06 Asistan Hafiza Kisiler.dc.html	template	Değişim
06 Asistan Hafiza Kisiler.dc.html	template	Reddet
06 Asistan Hafiza Kisiler.dc.html	template	BUGÜN ONAYLANANLAR · 2
06 Asistan Hafiza Kisiler.dc.html	template	Ahmet'e yanıt gönderildi
06 Asistan Hafiza Kisiler.dc.html	template	“Başvuru son saati” takvime eklendi
06 Asistan Hafiza Kisiler.dc.html	template	Önemli işlemler sen onaylamadan gerçekleştirilmez. Toplu onay yok; her kart tek tek.
06 Asistan Hafiza Kisiler.dc.html	template	Kart sözleşmesi: Ne yapılacak · Neden · Ne değişecek. Reddet bir öğrenme sinyalidir (“bu tür önerileri azalt”). Onaylananlar geçmişte 30 gün saklanır.
06 Asistan Hafiza Kisiler.dc.html	template	AI Kişiselleştirme · “Seni nasıl tanıyor?”
06 Asistan Hafiza Kisiler.dc.html	template	Dijital Asistan seni nasıl tanıyor?
06 Asistan Hafiza Kisiler.dc.html	template	Zamanla öğrendiklerim. Her satırı düzenleyebilir veya silebilirsin; sildiğin şeyi bir daha varsaymam.
06 Asistan Hafiza Kisiler.dc.html	template	Kural Ekle
06 Asistan Hafiza Kisiler.dc.html	template	Şeffaf model: her kuralın kaynağı yazar (“3 kez ‘önemli değil’ dedin”). Kurallar üç grupta: kişiler, konular, tercihler. Silme geri alınabilir (5 sn toast).
06 Asistan Hafiza Kisiler.dc.html	data	Gmail · Mehmet Yılmaz
06 Asistan Hafiza Kisiler.dc.html	data	Re: Teklif
06 Asistan Hafiza Kisiler.dc.html	data	“Fiyatı Ekim teslimatına göre güncelleyebilir misiniz? Yönetim toplam tutarı görmek istiyor.”
06 Asistan Hafiza Kisiler.dc.html	data	Görüşme notu · Sen
06 Asistan Hafiza Kisiler.dc.html	data	1 Eyl 15:00
06 Asistan Hafiza Kisiler.dc.html	data	Telefon görüşmesi · 12 dk
06 Asistan Hafiza Kisiler.dc.html	data	%8 üzeri indirim için yönetim onayı gerektiğini söyledi. Teslim tarihi Ekim başı olarak konuşuldu.
06 Asistan Hafiza Kisiler.dc.html	data	Ek · Teklif_v2.pdf
06 Asistan Hafiza Kisiler.dc.html	data	2 Eyl 10:05
06 Asistan Hafiza Kisiler.dc.html	data	Teklif v2 · Sayfa 3, Fiyatlandırma
06 Asistan Hafiza Kisiler.dc.html	data	Birim fiyat 1.240 TL, 500 adet üzeri %6 indirim. Teslim: siparişten 4 hafta sonra.
06 Asistan Hafiza Kisiler.dc.html	data	EŞ · AİLE
06 Asistan Hafiza Kisiler.dc.html	data	Zeynep Emre
06 Asistan Hafiza Kisiler.dc.html	data	Eş · Mesaj ve takvim öncelikli
06 Asistan Hafiza Kisiler.dc.html	data	Aile · Aramaları hatırlat
06 Asistan Hafiza Kisiler.dc.html	data	Can Tekin
06 Asistan Hafiza Kisiler.dc.html	data	CEO · Aynı gün yanıt beklenir
06 Asistan Hafiza Kisiler.dc.html	data	Yılmaz Endüstri · 2 açık konu
06 Asistan Hafiza Kisiler.dc.html	data	Kuzey Lojistik · Revize teklif bekliyor
06 Asistan Hafiza Kisiler.dc.html	data	Burak Tan
06 Asistan Hafiza Kisiler.dc.html	data	Planlar için hafta sonu hatırlat
06 Asistan Hafiza Kisiler.dc.html	data	SON KONUŞULAN KONULAR
06 Asistan Hafiza Kisiler.dc.html	data	Fiyat · %8 indirim sınırı
06 Asistan Hafiza Kisiler.dc.html	data	1 Eyl · Telefon
06 Asistan Hafiza Kisiler.dc.html	data	Ekim başı teslim
06 Asistan Hafiza Kisiler.dc.html	data	Sözleşme taslağı
06 Asistan Hafiza Kisiler.dc.html	data	22 Ağu · Mail
06 Asistan Hafiza Kisiler.dc.html	data	SENDEN BEKLEDİKLERİ
06 Asistan Hafiza Kisiler.dc.html	data	Revize teklif · PDF
06 Asistan Hafiza Kisiler.dc.html	data	Bugün 17:00
06 Asistan Hafiza Kisiler.dc.html	data	SENİN BEKLEDİKLERİN
06 Asistan Hafiza Kisiler.dc.html	data	Teklif v2 geri bildirimi
06 Asistan Hafiza Kisiler.dc.html	data	3 gün
06 Asistan Hafiza Kisiler.dc.html	data	Sözleşme hukuk yorumu (Mehmet tarafı)
06 Asistan Hafiza Kisiler.dc.html	data	14 gün
06 Asistan Hafiza Kisiler.dc.html	data	SON İLETİŞİM
06 Asistan Hafiza Kisiler.dc.html	data	“Fiyatı Ekim teslimatına göre güncelleyebilir misiniz?”
06 Asistan Hafiza Kisiler.dc.html	data	Dün 18:20 · Gmail
06 Asistan Hafiza Kisiler.dc.html	data	Tanışma toplantısı
06 Asistan Hafiza Kisiler.dc.html	data	18 Ağu · Ofis
06 Asistan Hafiza Kisiler.dc.html	data	MAİL GÖNDER
06 Asistan Hafiza Kisiler.dc.html	data	Mehmet Yılmaz'a takip mesajı gönder
06 Asistan Hafiza Kisiler.dc.html	data	Teklif mailine 3 gündür yanıt gelmedi.
06 Asistan Hafiza Kisiler.dc.html	data	1 mail gönderilecek · Kısa, profesyonel ton · Ek yok
06 Asistan Hafiza Kisiler.dc.html	data	ETKİNLİK TAŞI
06 Asistan Hafiza Kisiler.dc.html	data	Mehmet toplantısını 16:30'a al
06 Asistan Hafiza Kisiler.dc.html	data	14:30 → 16:30 · 2 katılımcıya bildirim gider
06 Asistan Hafiza Kisiler.dc.html	data	HATIRLATICI OLUŞTUR
06 Asistan Hafiza Kisiler.dc.html	data	Elektrik faturası · 13 Eylül 10:00
06 Asistan Hafiza Kisiler.dc.html	data	Fatura fotoğrafında 15 Eylül son ödeme tarihi bulundu.
06 Asistan Hafiza Kisiler.dc.html	data	1 hatırlatıcı · Takvimine yazılmaz
06 Asistan Hafiza Kisiler.dc.html	data	Mehmet Yılmaz yüksek öncelikli.
06 Asistan Hafiza Kisiler.dc.html	data	Sen ekledin · VIP · Müşteri
06 Asistan Hafiza Kisiler.dc.html	data	Toplu bültenler düşük öncelikli.
06 Asistan Hafiza Kisiler.dc.html	data	3 kez “önemli değil” dedin
06 Asistan Hafiza Kisiler.dc.html	data	Promosyon mailleri düşük öncelikli.
06 Asistan Hafiza Kisiler.dc.html	data	12 kez arşivledin, hiç açmadın
06 Asistan Hafiza Kisiler.dc.html	data	Uçuş ve rezervasyonlar Bugün ekranında görünür.
06 Asistan Hafiza Kisiler.dc.html	data	Onboarding · Seyahat seçildi
06 Asistan Hafiza Kisiler.dc.html	data	Toplantıları 30 dakika önce hatırlatmayı tercih ediyorsun.
06 Asistan Hafiza Kisiler.dc.html	data	Son 8 hatırlatıcıdan çıkarıldı
06 Asistan Hafiza Kisiler.dc.html	data	Brifing 08:00, 13:00 ve 19:00.
06 Asistan Hafiza Kisiler.dc.html	data	Yanıt taslaklarında profesyonel ton.
06 Asistan Hafiza Kisiler.dc.html	data	Son 6 taslaktan 5'i
07 Hesap Gizlilik Pro.dc.html	template	← Prototip ve IA
07 Hesap Gizlilik Pro.dc.html	template	01 Sistem
07 Hesap Gizlilik Pro.dc.html	template	02 Onboarding
07 Hesap Gizlilik Pro.dc.html	template	03 Bugün
07 Hesap Gizlilik Pro.dc.html	template	04 Akış
07 Hesap Gizlilik Pro.dc.html	template	05 Plan
07 Hesap Gizlilik Pro.dc.html	template	06 Asistan
07 Hesap Gizlilik Pro.dc.html	template	07 Hesap
07 Hesap Gizlilik Pro.dc.html	template	08 Durumlar
07 Hesap Gizlilik Pro.dc.html	template	09 Pazarlama
07 Hesap Gizlilik Pro.dc.html	template	07 · Hesap, Gizlilik, Pro, Davet
07 Hesap Gizlilik Pro.dc.html	template	Ayarlar iOS gruplu liste kalıbında ama ürünün kendi yüzeyleriyle. Gizlilik Merkezi bir ayar sayfası değil, ürünün güven vaadinin görünür hâli: ne okunuyor, ne okunmuyor, ne kadar saklanıyor, nasıl silinir. Paywall'da geri sayım, sahte indirim veya gizli “kapat” yok.
07 Hesap Gizlilik Pro.dc.html	template	Profil ve Ayarlar
07 Hesap Gizlilik Pro.dc.html	template	Yunus Emre
07 Hesap Gizlilik Pro.dc.html	template	PRO
07 Hesap Gizlilik Pro.dc.html	template	Deneme · 5 gün kaldı
07 Hesap Gizlilik Pro.dc.html	template	Onay Merkezi
07 Hesap Gizlilik Pro.dc.html	template	2 işlem onayını bekliyor
07 Hesap Gizlilik Pro.dc.html	template	Çıkış Yap
07 Hesap Gizlilik Pro.dc.html	template	Dijital Asistan 1.0 (240) · Sürüm notları
07 Hesap Gizlilik Pro.dc.html	template	Üç grup: Asistan (davranış), Hesap (bağlantı ve gizlilik), Uygulama. Sağdaki değer sütunu mevcut durumu özetler; kullanıcı açmadan bilir.
07 Hesap Gizlilik Pro.dc.html	template	Gizlilik Merkezi
07 Hesap Gizlilik Pro.dc.html	template	Gizlilik ve Güvenlik
07 Hesap Gizlilik Pro.dc.html	template	Neyi okuduğumu, ne kadar sakladığımı ve nasıl sileceğini burada görürsün.
07 Hesap Gizlilik Pro.dc.html	template	Verilerin reklamverenlere satılmaz.
07 Hesap Gizlilik Pro.dc.html	template	Önemli işlemler sen onaylamadan gerçekleştirilmez.
07 Hesap Gizlilik Pro.dc.html	template	Mail içerikleri model eğitiminde kullanılmaz.
07 Hesap Gizlilik Pro.dc.html	template	BAĞLI HESAPLAR · 2
07 Hesap Gizlilik Pro.dc.html	template	Gmail · yunus@…com
07 Hesap Gizlilik Pro.dc.html	template	Okuma · Taslak oluşturma · Gönderme (onaylı)
07 Hesap Gizlilik Pro.dc.html	template	Yönet
07 Hesap Gizlilik Pro.dc.html	template	Google Takvim
07 Hesap Gizlilik Pro.dc.html	template	Okuma · Etkinlik oluşturma/taşıma (onaylı)
07 Hesap Gizlilik Pro.dc.html	template	VERİ
07 Hesap Gizlilik Pro.dc.html	template	Uçtan uca TLS · Veriler AB'de (Frankfurt) saklanır · KVKK ve GDPR uyumlu
07 Hesap Gizlilik Pro.dc.html	template	Üç vaat en üstte, koyu kartta. Bağlı hesaplar kapsamı düz Türkçe yazar (“Gönderme (onaylı)”). Tehlikeli işlemler coral metin ama aynı listede; gizlenmez.
07 Hesap Gizlilik Pro.dc.html	template	AI'ın Eriştiği Veriler
07 Hesap Gizlilik Pro.dc.html	template	AI neye erişiyor?
07 Hesap Gizlilik Pro.dc.html	template	Bugün itibarıyla. Her satırı kapatabilirsin; kapattığın alanlar analize girmez.
07 Hesap Gizlilik Pro.dc.html	template	OKUR
07 Hesap Gizlilik Pro.dc.html	template	HİÇBİR ZAMAN OKUMAZ
07 Hesap Gizlilik Pro.dc.html	template	Şifreler ve doğrulama kodları
07 Hesap Gizlilik Pro.dc.html	template	Banka hesap numaraları ve kart bilgileri
07 Hesap Gizlilik Pro.dc.html	template	Sağlık verisi (randevu saati hariç)
07 Hesap Gizlilik Pro.dc.html	template	Mesajlaşma içerikleri
07 Hesap Gizlilik Pro.dc.html	template	“Okur / Hiçbir zaman okumaz” ikiliği yeşil-coral başlıklarla; satırlar nötr. Hassas alan tespiti cihazda yapılır, kırmızı liste sabit ve kapatılamaz.
07 Hesap Gizlilik Pro.dc.html	template	Veri Saklama ve Silme · Onay sayfası
07 Hesap Gizlilik Pro.dc.html	template	Veri saklama
07 Hesap Gizlilik Pro.dc.html	template	Analiz sonuçları ve özetler ne kadar saklansın?
07 Hesap Gizlilik Pro.dc.html	template	30 gün
07 Hesap Gizlilik Pro.dc.html	template	90 gün
07 Hesap Gizlilik Pro.dc.html	template	1 yıl
07 Hesap Gizlilik Pro.dc.html	template	Hafıza araması bu süreyle sınırlıdır. Orijinal mailler zaten kendi hesabında; biz kopya tutmayız.
07 Hesap Gizlilik Pro.dc.html	template	Verilerimi dışa aktar
07 Hesap Gizlilik Pro.dc.html	template	JSON · 2,4 MB
07 Hesap Gizlilik Pro.dc.html	template	Analiz geçmişini sil
07 Hesap Gizlilik Pro.dc.html	template	Hesabımı sil
07 Hesap Gizlilik Pro.dc.html	template	Analiz geçmişi silinsin mi?
07 Hesap Gizlilik Pro.dc.html	template	90 günlük özetler, öncelik kararları ve hafıza dizini silinir. Maillerin ve takvimin etkilenmez. Bu işlem geri alınamaz.
07 Hesap Gizlilik Pro.dc.html	template	Silinen: 1.204 özet · 318 öncelik kararı · 42 kural
07 Hesap Gizlilik Pro.dc.html	template	Korunan: bağlantılar, ayarlar, VIP listesi
07 Hesap Gizlilik Pro.dc.html	template	Geçmişi Sil
07 Hesap Gizlilik Pro.dc.html	template	Vazgeç
